"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC-BY"
"License URL","http://creativecommons.org/licenses/by/4.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=Blattodea&show=acconly"
"Access Time","Wed 2017-03-08 23:30:50 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","Blattodea"
"","timerule","major"
"","taxon_status","all"
"","show","acconly"
"Elapsed Time","0.177"
"Records Found","2578"
"Records Returned","2578"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"1026006","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026007","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026008","occ","","","122578","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","35209"
"1026009","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026010","occ","","","122578","Phyloblatta munda","species","226643","Stephanian C","","303.4","301.2","35209"
"1026011","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026012","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026013","occ","","","122578","Compsoblatta nobilis","species","226835","Stephanian C","","303.4","301.2","35209"
"1026014","occ","","","122578","Compsoblatta plana","species","226655","Stephanian C","","303.4","301.2","35209"
"1026015","occ","","","122578","Compsoblatta anthracophila","species","201075","Stephanian C","","303.4","301.2","35209"
"1026016","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026017","occ","","","122578","Phyloblatta difficilis","species","226658","Stephanian C","","303.4","301.2","35209"
"1026018","occ","","","125699","Compsoblatta plana","species","226655","Westphalian","","318.1","306.95","35209"
"1026019","occ","","","153702","Archimylacridae","family","191946","Stephanian C","","303.4","301.2","35209"
"1026020","occ","","","122579","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026021","occ","","","122579","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026022","occ","","","122579","Phyloblatta irregularis","species","226648","Stephanian C","","303.4","301.2","35209"
"1026023","occ","","","122579","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026024","occ","","","122579","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","35209"
"1026025","occ","","","122579","Compsoblatta anaglyptica","species","201117","Stephanian C","","303.4","301.2","35209"
"1026026","occ","","","122579","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026027","occ","","","122579","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","35209"
"1026028","occ","","","122579","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026029","occ","","","122579","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026030","occ","","","122578","Phyloblatta splendens","species","222373","Stephanian C","","303.4","301.2","35209"
"1026031","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026033","occ","","","122578","Phyloblatta wettinensis","species","226668","Stephanian C","","303.4","301.2","35209"
"1026034","occ","","","122578","Compsoblatta anthracophila","species","201075","Stephanian C","","303.4","301.2","35209"
"1026035","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026036","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026037","occ","","","122578","Compsoblatta anthracophila","species","201075","Stephanian C","","303.4","301.2","35209"
"1026038","occ","","","122578","Phyloblatta angustata","species","226675","Stephanian C","","303.4","301.2","35209"
"1026039","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026040","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026041","occ","","","122578","Phyloblatta solida","species","226679","Stephanian C","","303.4","301.2","35209"
"1026042","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026043","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026044","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026045","occ","","","122578","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026046","occ","29587","","122578","Compsoblattidae","family","236369","Stephanian C","","303.4","301.2","49952"
"1026047","occ","","","122578","Phyloblatta fritschiana","species","226689","Stephanian C","","303.4","301.2","35209"
"1026048","occ","","","122578","Phyloblatta levis","species","226691","Stephanian C","","303.4","301.2","35209"
"1026049","occ","","","122578","Compsoblatta anaglyptica","species","201117","Stephanian C","","303.4","301.2","35209"
"1026050","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026051","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026052","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026053","occ","","","122578","Phyloblatta obsoleta","species","226697","Stephanian C","","303.4","301.2","35209"
"1026054","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026056","occ","","","125239","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026057","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026058","occ","","","122578","Phyloblatta martiusana","species","226701","Stephanian C","","303.4","301.2","35209"
"1026059","occ","","","122578","Compsoblattidae","family","236369","Stephanian C","","303.4","301.2","35209"
"1026060","occ","","","122578","Archimylacridae","family","191946","Stephanian C","","303.4","301.2","35209"
"1026061","occ","","","122578","Archimylacridae","family","191946","Stephanian C","","303.4","301.2","35209"
"1026062","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026063","occ","","","122578","Compsoblattidae","family","236369","Stephanian C","","303.4","301.2","35209"
"1026064","occ","29593","","125239","Compsoblattidae","family","236369","Stephanian C","","303.4","301.2","49952"
"1026065","occ","","","122579","Compsoblatta nobilis","species","226835","Stephanian C","","303.4","301.2","35209"
"1026066","occ","","","122579","Phyloblatta incerta","species","226667","Stephanian C","","303.4","301.2","35209"
"1026067","occ","","","122579","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026068","occ","","","122579","Phyloblatta manca","species","226681","Stephanian C","","303.4","301.2","35209"
"1026069","occ","","","122579","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026070","occ","","","122579","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026071","occ","","","122579","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026072","occ","","","122579","Phyloblatta flabellata","species","201073","Stephanian C","","303.4","301.2","35209"
"1026073","occ","","","122579","Phyloblatta fera","species","226694","Stephanian C","","303.4","301.2","35209"
"1026074","occ","29592","","122579","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","49952"
"1026075","occ","","","122578","Compsoblatta anthracophila","species","201075","Stephanian C","","303.4","301.2","35209"
"1026076","occ","","","125737","Atimoblatta curvipennis","species","226709","Westphalian","","318.1","306.95","37094"
"1026077","occ","","","122619","Progonoblattina heeri","species","226711","Westphalian","Stephanian","318.1","298.9","35209"
"1026078","occ","","","114456","Olethroblatta americana","species","226712","Westphalian C","","314.6","311.45","37094"
"1026079","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026080","occ","","","122578","Xenoblatta russoma","species","201128","Stephanian C","","303.4","301.2","35209"
"1026081","occ","","","123812","Stygetoblatta latipennis","species","226726","Stephanian","","306.95","298.9","37094"
"1026082","occ","","","122525","Metaxyblatta hadroptera","species","226755","Westphalian C","","314.6","311.45","37094"
"1026083","occ","","","122578","Sphaleroblattina ingens","species","226757","Stephanian C","","303.4","301.2","35209"
"1026084","occ","","","125738","Metachorus striolatus","species","226760","Bashkirian","Gzhelian","323.2","298.9","37094"
"1026104","occ","","","125756","Oxynoblatta alutacea","species","226763","Moscovian","","315.2","307","37094"
"1026105","occ","","","122578","Poroblattina parvula","species","201139","Stephanian C","","303.4","301.2","35209"
"1026106","occ","","","124244","Muelleroblatta camerata","species","226774","Westphalian C","","314.6","311.45","50789"
"1026107","occ","","","125251","Archimylacridae","family","191946","Westphalian C","","314.6","311.45","49718"
"1026135","occ","","","122578","Phyloblatta amabilis","species","226693","Stephanian C","","303.4","301.2","35209"
"1026136","occ","","","122578","Archimylacridae mirabilis","species","226780","Stephanian C","","303.4","301.2","35209"
"1026137","occ","","","122578","Archimylacridae","family","191946","Stephanian C","","303.4","301.2","35209"
"1026138","occ","","","122578","Archimylacridae notabilis","species","226782","Stephanian C","","303.4","301.2","35209"
"1026139","occ","","","122578","Sysciophlebia euglyptica","species","201069","Stephanian C","","303.4","301.2","35209"
"1026140","occ","","","122579","Sysciophlebia euglyptica","species","201069","Stephanian C","","303.4","301.2","35209"
"1026141","occ","29738","","122579","Compsoblatta nobilis","species","226835","Stephanian C","","303.4","301.2","49952"
"1026142","occ","","","125761","Sysciophlebia euglyptica","species","201069","Stephanian C","","303.4","301.2","35209"
"1026143","occ","","","122578","Sysciophlebia subtilis","species","226948","Stephanian C","","303.4","301.2","35209"
"1026144","occ","","","122578","Sysciophlebia euglyptica","species","201069","Stephanian C","","303.4","301.2","35209"
"1026145","occ","","","122578","Compsoblatta nobilis","species","226835","Stephanian C","","303.4","301.2","35209"
"1026146","occ","","","122578","Compsoblatta anaglyptica","species","201117","Stephanian C","","303.4","301.2","35209"
"1026147","occ","","","122578","Compsoblatta anaglyptica","species","201117","Stephanian C","","303.4","301.2","35209"
"1026148","occ","","","122578","Compsoblattidae","family","236369","Stephanian C","","303.4","301.2","35209"
"1026149","occ","","","122578","Sysciophlebia euglyptica","species","201069","Stephanian C","","303.4","301.2","35209"
"1026150","occ","","","122579","Sysciophlebia euglyptica","species","201069","Stephanian C","","303.4","301.2","35209"
"1026151","occ","","","125761","Sysciophlebia","genus","212495","Stephanian C","","303.4","301.2","35209"
"1026152","occ","","","122579","Sysciophlebia oligoneura","species","226891","Stephanian C","","303.4","301.2","35209"
"1026153","occ","","","122579","Sysciophlebia euglyptica","species","201069","Stephanian C","","303.4","301.2","35209"
"1026154","occ","","","122578","Sysciophlebia euglyptica","species","201069","Stephanian C","","303.4","301.2","35209"
"1026155","occ","","","122578","Sysciophlebia stulta","species","226897","Stephanian C","","303.4","301.2","35209"
"1026156","occ","","","122578","Compsoblattidae","family","236369","Stephanian C","","303.4","301.2","35209"
"1026157","occ","","","122578","Sysciophlebia euglyptica","species","201069","Stephanian C","","303.4","301.2","35209"
"1026158","occ","","","125762","Spiloblattina pygmaea","species","226908","Stephanian","","306.95","298.9","49026"
"1026159","occ","","","123812","Sysciophlebia whitei","species","226912","Stephanian","","306.95","298.9","37094"
"1026160","occ","","","123812","Sysciophlebia scudderi","species","226913","Stephanian","","306.95","298.9","37094"
"1026161","occ","","","123812","Sysciophlebia hybrida","species","226914","Stephanian","","306.95","298.9","37094"
"1026162","occ","28830","","113003","Spiloblattina variegata","species","236040","Kasimovian","","307","303.7","47322"
"1026163","occ","28831","","113003","Spiloblattina variegata","species","236040","Kasimovian","","307","303.7","47322"
"1026164","occ","","","123812","Sysciophlebia affinis","species","226919","Stephanian","","306.95","298.9","37094"
"1026165","occ","","","123812","Sysciophlebia schucherti","species","226925","Stephanian","","306.95","298.9","37094"
"1026166","occ","","","123812","Sysciophlebia picta","species","226926","Stephanian","","306.95","298.9","37094"
"1026167","occ","","","123812","Sysciophlebia adumbrata","species","226928","Stephanian","","306.95","298.9","37094"
